Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
The Land's Chosen,,0,,,,,,Land's Chosen,,,FALSE
The Legacy of Lu Bu,呂布殘黨,0,呂布殘黨,,,,,,,,FALSE
The Legacy of Yuan Shu,袁術殘黨,0,袁術殘黨,,,,,,,,FALSE
The light that burns twice as bright burns half as long.,,0,,,,,,,,,FALSE
"The longer this warrior fights, the greater and more inspiring they becomes!",此人會隨著戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！,0,此人會隨著戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！,,,,,,,,FALSE
"The longer this warrior fights, the stronger they become!",,0,,,,,,,,,FALSE
The markets have been thrown into chaos as townsfolk and merchants scramble to adopt the new currency.,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,0,由於鎮民和商人正向采用新貨幣，市場已陷入混亂。,,,,,,,,FALSE
The martial law is having a great effect. ,,0,,,,,,,,,FALSE
"The more he is opposed, the stronger Lü Bu becomes!",,0,,,,,,,,,FALSE
The most prominent thing in the turbulent times is military achievements. Win more battles to show who is most capable.,,0,,,,,,,,,FALSE
The New Coin Caused Confusion!,,0,,,,,,,,,FALSE
The New Coin Causes Confusion!,新幣引起了混亂！,0,新幣引起了混亂！,,,,,,,,FALSE
The next reform can be implemented without cooldown,下次改革可以馬上執行，無需冷卻,0,下次改革可以馬上執行，無需冷卻,,,,,,,,FALSE
"The nomads of the steppes have a reputation for fine horsemanship. These particular horse archers have turned to banditry and pillaging to fill their coffers. They will allign themselves to bandit chiefs of note, who can afford their services by giving them a proportional share of the loot. In battle, they harass the enemy from afar, using their horses to quickly wheel about when the counter-attack comes.",,0,,,,,,,,,FALSE
The Northern Army,,0,,,,,,,,,#REF!
The number is sufficient to accomplish a great thing.,,0,,,,,,,,,FALSE
The officer in charge of Danyang units.,指揮丹陽部隊的士官。,0,指揮丹陽部隊的士官。,,,,,,,,FALSE
The officer in charge of house Yuan units.,指揮袁氏部隊的士官。,0,指揮袁氏部隊的士官。,,,,,,,,FALSE
The officer in charge of Sogdian mercenary units.,指揮粟特部隊的士官。,0,指揮粟特部隊的士官。,,,,,,,,FALSE
The officer in charge of White Horse units.,指揮白馬部隊的士官。,0,指揮白馬部隊的士官。,,,,,,,,FALSE
The path to prominence in these turbulent times is by the sword! Win battles to demonstrate your capability.,在此動蕩之秋，要想出人頭地就只有靠刀劍！贏得戰鬥便能展示您的能力。,0,在此動蕩之秋，要想出人頭地就只有靠刀劍！贏得戰鬥便能展示您的能力。,,,,,,,,FALSE
The people of Danyang have a reputation for bravery. Tao Qian has turned them into a well-trained army.,丹陽人以奮勇著稱。陶謙整備軍隊，訓練有素。,0,丹陽人以奮勇著稱。陶謙整備軍隊，訓練有素。,,,,,,,,FALSE
"The perfect weight and fit, tailored for this warrior of class and distinction.",,0,,,,,,,,,FALSE
The pillar is strongest at its base.,,0,,,,,,,,,FALSE
"The pride of the Xiliang army, these armored horsemen will teach their enemy the meaning of “elite cavalry”.",作爲西涼軍的驕傲，這些重甲騎兵將教導他們的敵人“精銳騎兵”的含義。 ,0,作爲西涼軍的驕傲，這些重甲騎兵將教導他們的敵人“精銳騎兵”的含義。 ,,,,,,,,FALSE
The quality of the warhorses has improved significantly.,,0,,,,,,,,,FALSE
The quantity and quality of your warhorses is unmatched!,戰馬的數量與質量皆無與倫比！,0,戰馬的數量與質量皆無與倫比！,,,,,,,,FALSE
The responsibility that comes with authority should not be taken lightly.,,0,,,,,,,,,FALSE
The roar of fury crushes enemy morale!,,0,,,,,,,,,FALSE
The roar of gunpowder is more terrifying than any man or beast.,火藥的轟鳴聲比任何人獸都更可畏。,0,火藥的轟鳴聲比任何人獸都更可畏。,,,,,,,,FALSE
The role of these troops can be deduced from their appearance; their a,,0,,,,,,,,,FALSE
"The role of these troops can be deduced from their appearance; their armour pieces are mismatched, put together by collecting those left in the aftermath of battle, or sourced from nearby villages. \\n\\n Their most important function is to search and collect loot, weapons and armour after the battle to put towards the Great Peace. They are not good at close combat, so they use a bunch of captured repeating crossbows to support frontline.",,0,,,,,,,,,FALSE
The royal ancestral rite ended,,0,,,,,,,,,FALSE
The royal ancestral rite is being held..,,0,,,,,,,,,FALSE
"The royal ancestral rite was completed successfully, and the emperor shows favor to the attending princes. ",,0,,,,,,,,,FALSE
"The royal ancestral rite was completed successfully, and the Emperor shows favour to the attending nobles. ",,0,,,,,,,,,FALSE
The royal ancestral rite was completed without troubles but the emperor returned to the palace without any words.,,0,,,,,,,,,FALSE
"The royal ancestral rite, a big event in China, will be held. An edict from the royal court was issued to send civil officers to help administrative affairs or military officers for the imperial guards. If you fulfill your servant's duties, the royal court will grant you grace. If you refuse, you may be hated by them..",,0,,,,,,,,,FALSE
"The royal ancestral rite, a significant event in China, will be held soon. An imperial edict demands that you send civil officials to assist in administrative affairs or military officers for the imperial guard detail. If you fulfill your duties as a faithful servant, the imperial court will grant you grace. If you refuse, you may incurr the Emperor's disfavour...",,0,,,,,,,,,FALSE
The Rule of Might,,0,,,,,,,,,FALSE
The Rule of Virtue,,0,,,,,,,,,FALSE
"The Southlands have long been the home of the Shanyue tribes, and it is their ardent hope that it always will be. This is the truth by which they live, and one they must fight to protect as warlords begin to encroach. \\n\\n The Shanyue know the hills of the South better than any, and amidst the striking scenery, their fortresses rise: places to live and grow, away from both the extremities of the elements and the eyes of the enemy.",,0,,,,,,,,,FALSE
"The sting of an arrowshaft can be deadly, but with these archers, death may still find you long after the arrow pierced your flesh.",,0,,,,,,,,,FALSE
The strength of the forest brought to bear against a single foe.,,0,,,,,,,,,#REF!
The survivors of Lu Bu faction joined the allies. ,,0,,,,,,,,,FALSE
The survivors of Yuan Shu faction joined the allies. ,,0,,,,,,,,,FALSE
"The thing to fear is not the bolt itself, but the dark and toxic unguent coated across its ever-increasing tip.",,0,,,,,,,,,FALSE
"The typical bandit force consists of lightly armored troops. These men are not a typical bandit force. A string of victories or lucky looting has netted them the excellent armour wielded by the heavy troops of the Han empire. They now form a heavy spear unit, capable of holding their ground against even the dreaded barded horsemen. With these men, any aspiring bandit warlord may find himself a bandit king or queen, one day.",,0,,,,,,,,,FALSE
The tyrant laughs as blades glance harmlessly off his armour.,,0,,,,,,,,,#REF!
The tyrant rages; his men hold through fear.,,0,,,,,,,,,FALSE
"The unit forms into a hollow square, presenting spears and pikes to any attacker - particularly cavalry - on all four sides.",,0,,,,,,,,,FALSE
The unit inspires nearby soldiers to fight more aggressively.,此單位激勵附近士卒更粗莽地戰鬥。,0,此單位激勵附近士卒更粗莽地戰鬥。,,,,,,,,FALSE
The unit inspires nearby soldiers to fight more cautiously.,此單位激勵附近士卒更謹慎地戰鬥。,0,此單位激勵附近士卒更謹慎地戰鬥。,,,,,,,,FALSE
The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire.,,0,,,,,,,,,FALSE
The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire. However the formation cannot be maintained in melee combat.,,0,,,,,,,,,FALSE
The unit presents a wall of spear-points to the enemy - a strong formation that allows the unit to advance slowly but safely whilst defending against charges.,,0,,,,,,,,,FALSE
"The unit spreads apart, making it more difficult for arrows to hit them.",,0,,,,,,,,,FALSE
The Wandering Survivors,寄人籬下,0,寄人籬下,,,,,,,,FALSE
"The warrior flies into a rage, embodying the mighty Xiezhi, a mythical creature of great power.  ",勇士大發雷霆，猶如神話中強大神獸獬豸的體現。  ,0,勇士大發雷霆，猶如神話中強大神獸獬豸的體現。  ,,,,,,,,FALSE
The wave of the blade push the enemy away.,一道道刀浪將敵人推走。,0,一道道刀浪將敵人推走。,,,,,,,,FALSE
The Weight on the Shoulders,,0,,,,,,,,,FALSE
The White Tiger,,0,,,,,,,,,FALSE
"The Xiliang Army is yours to command! Each colonel is loyal to whom they have been assigned, vowing never to leave their side!",西涼軍爲您效命！每一位校尉都忠於自己所屬之人，誓死不離其側！,0,西涼軍爲您效命！每一位校尉都忠於自己所屬之人，誓死不離其側！,,,,,,,,FALSE
The Yan frontier offers no shortage of good horses. The constant warfare provides these steeds with expert riders.,燕疆不乏良馬。連綿的戰事為這些戰馬提供了老練的騎手。  ,0,燕疆不乏良馬。連綿的戰事為這些戰馬提供了老練的騎手。  ,,,,,,,,FALSE
"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the bandit of the king of Black Mountain, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",,0,,,,,,,,,FALSE
"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the self-proclaimed bandit queen, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",,0,,,,,,,,,FALSE
The Yellow Turban rebellion challenges the corruption,,0,,,,,,,,,FALSE
"The Yellow Turban rebellion challenges the corruption that poisons China and has made many question old loyalties. \\n\\n These noblemen have renounced their former warlords to seek justice and redemption. Their previous life of privilege has trained and equipped them well, and they ride into battle clad in ornate armour and helmets upon impressive mounts of the finest stock. \\n\\n With sharp spears, the impact of their charge is merely a way to break the enemy’s lines for deadly close combat.",,0,,,,,,,,,FALSE
"The yellow turban warband is crushed. Hailing from Qingzhou, the survivors offer their servitude. Cao Cao gathers them under his banner and dubs them Qingzhou Troops.",黃巾匪徒已被擊潰。青州生還者們願意報德。曹操將之收於旗下，名爲青州軍。,0,黃巾匪徒已被擊潰。青州生還者們願意報德。曹操將之收於旗下，名爲青州軍。,,,,,,,,FALSE
The Yellow Warlord,黃巾軍將領,0,黃巾軍將領,,,,,,,,FALSE
"The Yuan clan's fame brings many benefits, one of which the number of men willing to lay down their lives in their service. \\n\\n Wielding the noble Jian blade, and protected by stout shields and good armour, these swordsmen will defend their masters with zeal. They form the frontline of the Yuan battleline, chopping and slashing at their foe until either they or themselves are slain.",,0,,,,,,,,,FALSE
"Their bolts remind the foe that even at range, noone is truly safe from the might of the Xiliang army.",他們的弩矢提醒敵人，即使離得很遠，在强大的西涼軍前也不會安全。,0,他們的弩矢提醒敵人，即使離得很遠，在强大的西涼軍前也不會安全。,,,,,,,,#REF!
Their energy is like a dragon.,,0,,,,,,,,,FALSE
Their heavy metal bows are short-ranged but can pierce through enemies.,,0,,,,,,,,,FALSE
"Their own lives are not important, and they will somehow stop the enemy.",不顧己命也要阻擋敵人。,0,不顧己命也要阻擋敵人。,,,,,,,,FALSE
Their shots are almost always accurate even in the sand breeze.,即使在沙塵中，他們也總能準確命中。,0,即使在沙塵中，他們也總能準確命中。,,,,,,,,FALSE
Their thirst for battle goes beyond physical limits.,,0,,,,,,,,,FALSE
There is a problem paying for food because of the new coin. We have no choice but to wait for the disturbance to calm down.,,0,,,,,,,,,FALSE
There is a problem with the market due to the new coin distribution.,,0,,,,,,,,,FALSE
There is a problem with the salary for the soldiers because of the new coin. We have no choice but to wait for the disturbance to calm down.,,0,,,,,,,,,FALSE
There is nothing to fear because the heaven is watching.,上天保佑，無可畏懼。,0,上天保佑，無可畏懼。,,,,,,,,FALSE
"There's a rumor about a nearby village. Each night, a huge monster terrorises the peasants. The villagers seek a hero to comb the mountains and drive out the beast.",,0,,,,,,,,,FALSE
There's a sufficient number of horses.,有足夠多的馬匹。,0,有足夠多的馬匹。,,,,,,,,FALSE
There's insufficient horses!,馬匹數量不足！,0,馬匹數量不足！,,,,,,,,FALSE
There's no shortage of good horses.,不缺好马。,0,不缺好马。,,,,,,,,FALSE
There's something about this strike that just feels off.,這種攻擊讓人覺得不太對勁。,0,這種攻擊讓人覺得不太對勁。,,,,,,,,FALSE
These Buddhists are welcome here.,歡迎這些僧侶。,0,歡迎這些僧侶。,,,,,,,,FALSE
These concerned citizens call themselves the Bringers of Righteousness,,0,,,,,,,,,FALSE
"These concerned citizens call themselves the Bringers of Righteousness and have used their wealth to purchase their own armour and weapons. Each has undertaken extensive training to become proficient using polearms and learned how to use a bow through traditional archery competitions. \\n\\n Though they wear expensive tunics, their commitment is not mere vainglory; their not-inconsiderable skill with the bow and polearm make them extremely useful due to their flexibility, and therefore welcomed to join the fight for the Great Peace.",,0,,,,,,,,,FALSE
"These elite, battle-hardened bandits carry an axe in each hand, and advance ahead of the front lines to catch their foes unawares",,0,,,,,,,,,FALSE
These fanatics will blow themselves up when they're in a losing battle.,,0,,,,,,,,,FALSE
These military supplies were pillaged after a successful siege.,,0,,,,,,,,,FALSE
These soldiers obey only their own passions. They may charge without orders and act erratically on the battlefield!,,0,,,,,,,,,FALSE
"These tribes are reluctant to join Han Chinese society, but they can provide military assistance.",,0,,,,,,,,,FALSE
These versatile infantry will solve nigh any problem their Wu commanders might face.,這些多能的步兵幾乎可以解决吳軍將領可能面臨的任何問題。,0,這些多能的步兵幾乎可以解决吳軍將領可能面臨的任何問題。,,,,,,,,FALSE
These warriors know how to control fatigue.,,0,,,,,,,,,FALSE
These words will bring shame and humiliation.,,0,,,,,,,,,FALSE
These words will fortify the spirit.,,0,,,,,,,,,FALSE
They becomes frenzied when blood is spilled.,他們聞到血腥就會瘋狂。,0,他們聞到血腥就會瘋狂。,,,,,,,,FALSE
They can change their tactics skillfully.,,0,,,,,,,,,FALSE
They excel as warriors having trained in martial disciplines.,他們是受過武術訓練的優秀戰士。,0,他們是受過武術訓練的優秀戰士。,,,,,,,,FALSE
They get everything down to a note.,他們會記錄一切事務。,0,他們會記錄一切事務。,,,,,,,,FALSE
They knows how to drive their enemies off the battlefield.,,0,,,,,,,,,FALSE
They push the limits of the human body.,,0,,,,,,,,,FALSE
They will fight hard to uphold the honour of their homeland.,,0,,,,,,,,,FALSE
They'll smash anything in their way. Or die.,,0,,,,,,,,,FALSE
"Thick plumes of smoke obscure line of sight, making units seem temporarily invisible.",,0,,,,,,,,,FALSE
Third Characteristic,特性三,0,特性三,,,,,,,,FALSE
This {{tr:map_region}} is occupied by scattered barbarians. Develop this settlement to start exploiting its resources.,,0,,,,,,,,,#REF!
This age of strife breeds men with a talent for warfare. A follower who has recently joined the faction can assume the role of managing an exclusive unit.,亂世出豪傑。新進的一名隨從可管理一隻特殊軍隊。,0,亂世出豪傑。新進的一名隨從可管理一隻特殊軍隊。,,,,,,,,FALSE
This authorisation tally is tradeable in diplomacy!,此兵符可在外交中用來交易！,0,此兵符可在外交中用來交易！,,,,,,,,FALSE
This general directs and empowers his forces from a… safer distance.,,0,,,,,,,,,FALSE
"This general is as an immovable wall, inspiring his men to stand firm against much greater odds.",此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,0,此將有如一堵難以撼動的牆，激勵麾下兵士堅守陣線排除萬難。,,,,,,,,FALSE
"This general rallies the troops to greater feats, inspiring them to make one final effort.",此將召集兵士奮勇作戰，鼓勵他們作最後一搏。,0,此將召集兵士奮勇作戰，鼓勵他們作最後一搏。,,,,,,,,FALSE
"This hero accosts the enemy hero, shaking them to the core.",此英雄向敵將大膽喊話，令對方心神動搖。,0,此英雄向敵將大膽喊話，令對方心神動搖。,,,,,,,,FALSE
This hero believes you can only kill that which you can catch.,此人相信，要將敵人除之而後快，就必須先追得上敵人。,0,此人相信，要將敵人除之而後快，就必須先追得上敵人。,,,,,,,,FALSE
This hero gets a bonus in duels. ,此英雄在單挑中有加成。,0,此英雄在單挑中有加成。,,,,,,,,FALSE
This hero gets a great bonus in duels. ,此英雄在單挑中有强大加成。,0,此英雄在單挑中有强大加成。,,,,,,,,FALSE
This infantry gathers equipment dropped or left behind in battle to help their brothers and sisters continue the fight.,,0,,,,,,,,,FALSE
This is a harsh and high-pressure command.,,0,,,,,,,,,FALSE
"This is our land, our home, our history. You cannot have it!",,0,,,,,,,,,FALSE
This is path of militarism.,以軍治國，軍國一體。,0,以軍治國，軍國一體。,,,,,,,,FALSE
This is the basic way to correct corruption.,清除腐敗以此爲本。,0,清除腐敗以此爲本。,,,,,,,,FALSE
This is the militarism.,,0,,,,,,,,,FALSE
This legendary presence gives enemies pause.,,0,,,,,,,,,FALSE
"This man can see all that was, and all that will be.",此人能明鑑古今，洞察未來。,0,此人能明鑑古今，洞察未來。,,,,,,,,FALSE
"This man has a great understanding of geography, and can bend it to their own use.",此人熟悉地理知識，能夠善加利用。,0,此人熟悉地理知識，能夠善加利用。,,,,,,,,FALSE
This man has learnt to overcome defeat.,,0,,,,,,,,,FALSE
This man knows how to frighten enemies in the woods.,,0,,,,,,,,,FALSE
This Military Talisman is tradeable in diplomacy!,,0,,,,,,,,,FALSE
"This shooter fires and fires, faster and faster, never relenting.",此弓手不斷引弓放箭，越放越快，毫不留手。,0,此弓手不斷引弓放箭，越放越快，毫不留手。,,,,,,,,FALSE
This unit can fire at the enemy whilst remaining hidden.,,0,,,,,,,,,FALSE
This unit can fire on the move.,,0,,,,,,,,,FALSE
This unit can provoke enemies.,,0,,,,,,,,,FALSE
This unit can't shoot very far.,,0,,,,,,,,,FALSE
This unit causes extra damage against shielded enemies.,,0,,,,,,,,,FALSE
This unit fires whistling arrows that demoralise enemies along their trajectory.,,0,,,,,,,,,FALSE
This unit has been overwhelmed by the enemy and cannot move properly.,,0,,,,,,,,,FALSE
This unit maneuvers carefully to guard against missile attacks.,,0,,,,,,,,,FALSE
This unit's arrows spew clouds of deadly gas on impact.,,0,,,,,,,,,FALSE
"This unit's sticky rosin arrows cling to their targets, making them vulnerable to flames.",,0,,,,,,,,,FALSE
This unit's weapon allows it to pierce even the strongest enemy armour.,此單位的武器可以穿透最强的護甲。,0,此單位的武器可以穿透最强的護甲。,,,,,,,,FALSE
This warrior fights with a fatal rage - an erratic fury!,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,0,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,,,,,,,,FALSE
This warrior has an uncanny ability to unnerve enemies in wooded terrain.,,0,,,,,,,,,FALSE
"This warrior's presence on the battlefield can give hope to his men, even in the most dire of situations.",縱使情勢極為嚴峻，此人現身戰場上仍能為麾下兵士帶來希望。,0,縱使情勢極為嚴峻，此人現身戰場上仍能為麾下兵士帶來希望。,,,,,,,,FALSE
Those who intervene instead of the lord.,這些人代替主公處理事務。,0,這些人代替主公處理事務。,,,,,,,,FALSE
Those who toil the land require more utilitarian approaches.,耕田的人需要的是更為務實的做法。,0,耕田的人需要的是更為務實的做法。,,,,,,,,FALSE
"Though you started with little, you will end with much.",起家微薄亦可立業有成。,0,起家微薄亦可立業有成。,,,,,,,,FALSE
Throw a sticky pot of oil onto the enemy.,,0,,,,,,,,,FALSE
"Throw an ""unstable concoction"".",,0,,,,,,,,,FALSE
Thunderous sounds and exploding flames agitate the enemy.,,0,,,,,,,,,FALSE
Tiger & Leopard Cataphracts,虎豹鐵甲騎兵,0,,虎豹鐵甲騎兵,虎豹,,鐵甲騎兵,Cataphracts,,,FALSE
Tiger & Leopard Cavalry,虎豹騎兵,0,,虎豹騎兵,虎豹,騎兵,騎兵,Cavalry,,,FALSE
Tiger Cubs,,0,,,,,,Cubs,,,FALSE
Tiger furs provide protection against missile attacks.,虎皮可抵禦箭矢攻擊。,0,虎皮可抵禦箭矢攻擊。,,,,,,,,FALSE
Tiger Hides,虎皮,0,虎皮,,,,,,,,FALSE
Tiger of Jiangdong,江東之虎,0,江東之虎,,,,,,,,FALSE
"To be the bolt of justice, to spearhead a charge deep into the enemy lines, delivering vengeance for an oppressed people, this is the task of these warriors. \\n\\n These cavalry are one of the few shock cavalry of the Yellow Turbans army.; once they have ploughed into an enemy formation with their spears, they have the armour and the skill to keep fighting, thrusting with enough force to pierce most armour with righteous intensity.",,0,,,,,,,,,FALSE
"To break these warriors is the challenge of many an army. So far, very few have succeeded.",,0,,,,,,,,,FALSE
"To the very bitter end and beyond, if possible, to the very last breath, they will be constant and unswerving.",,0,,,,,,,,,FALSE
Towards Supremacy,稱霸之路,0,稱霸之路,,,,,,,,FALSE
Toxic Gas,,0,,,,,,,,,FALSE
Toxic Gas Bomb,,0,,,,,,,,,FALSE
Tracker,追蹤,0,追蹤,,,,,,,,FALSE
Training White Tigers,訓練白虎,0,訓練白虎,,,,,,,,FALSE
"Treat your men as you would your own beloved sons. And they will follow you into the deepest valley. \\n\\n Serving the heirs of Sun Tzu, these men would willingly follow them into heirs and certain death. Armed with a light glaive and medium armor, these men can hold their own in a variety of situations, facing down cavalry or infantry with equal skill. Their versatility has caused them to be fondly called “problem solvers” by their commanders and are given great respect, which they repay with loyalty.",,0,,,,,,,,,FALSE
Trebuchet,,0,,,,,,,,,#REF!
Tribal hunters can provide us with additional food.,部落獵人可爲我們提供額外的食物。,0,部落獵人可爲我們提供額外的食物。,,,,,,,,FALSE
trom beta - brawl,,0,,,,,,,,,FALSE
trom beta - Calm Down,,0,,,,,,,,,FALSE
trom beta - Forest Strider,,0,,,,,,,,,FALSE
trom beta - Mortal Strike,,0,,,,,,,,,FALSE
trom beta - Overwhelming,,0,,,,,,,,,FALSE
trom beta - Poison-wind,,0,,,,,,,,,FALSE
trom beta - Restore,,0,,,,,,,,,FALSE
"True strength lies not in the mind or body, but within the spirit.",,0,,,,,,,,,FALSE
Turn back,回去,0,回去,,,,,,,,FALSE
Turning the Tide,,0,,,,,,,,,FALSE
Two Blades,雙刃兵,0,雙刃兵,,,,,Blades,,,FALSE
Tyrant,,0,,,,,,,,,FALSE
Tyrant Slayers,,0,,,,,,Slayers,,,FALSE
Understanding,,0,,,,,,,,,FALSE
Undying Vow,,0,,,,,,,,,FALSE
Unease spreads among the enemy ranks.,,0,,,,,,,,,FALSE
Unknown result,結果不明 ,0,結果不明 ,,,,,,,,FALSE
"Unlocked in 195 CE. Once this is unlocked, you can use imperial favour to preform [[b]]imperial decrees[[/b]]",於公元195年解鎖。一旦解除此鎖定，您便可以運用皇帝寵信度發佈[[b]]皇帝詔書[[/b]],0,於公元195年解鎖。一旦解除此鎖定，您便可以運用皇帝寵信度發佈[[b]]皇帝詔書[[/b]],,,,,,,,FALSE
Unlocked when Emperor Xian comes of age in 195 CE,公元195年獻帝成年時解除鎖定,0,公元195年獻帝成年時解除鎖定,,,,,,,,FALSE
Unlocks a special ability for cavalry units,解鎖騎兵單位一個特殊能力,0,解鎖騎兵單位一個特殊能力,,,,,,,,FALSE
Unlocks assignment: Army Reinforcement,解鎖任務：軍隊補員,0,,解鎖任務：軍隊補員,,,軍隊補員,Army Reinforcement,,,FALSE
Unlocks assignment: City Expansion,解鎖任務：擴展城市,0,,解鎖任務：擴展城市,,,擴展城市,City Expansion,,,FALSE
Unlocks assignment: Court Management,解鎖任務：宮廷管理,0,,解鎖任務：宮廷管理,,,宮廷管理,Court Management,,,FALSE
Unlocks assignment: Disturbance,解鎖任務：擾亂,0,,解鎖任務：擾亂,,,擾亂,Disturbance,,,FALSE
Unlocks assignment: Garrison Reinforcement,解鎖任務：駐軍補員,0,,解鎖任務：駐軍補員,,,駐軍補員,Garrison Reinforcement,,,FALSE
Unlocks assignment: Gathering Volunteers,解鎖任務：召集義勇,0,,解鎖任務：召集義勇,,,召集義勇,Gathering Volunteers,,,FALSE
Unlocks assignment: Military Support,解鎖任務：軍事支援,0,,解鎖任務：軍事支援,,,軍事支援,Military Support,,,FALSE
Unlocks Danyang units [[col:scope_description]](own retinue)[[/col]],解鎖丹陽單位 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖丹陽單位 [[col:scope_description]]（本部曲）[[/col]],丹陽,,,,,,FALSE
Unlocks elite Northern Army Captain Retinues,解鎖精銳北軍校尉隨從,0,解鎖精銳北軍校尉隨從,,,,,,,,FALSE
Unlocks elite royal guards,,0,,,,,,,,,FALSE
Unlocks Enforcer units [[col:scope_description]](own retinue)[[/col]],解鎖捕掾隊 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖捕掾隊 [[col:scope_description]]（本部曲）[[/col]],捕掾隊,,,,,,FALSE
"Unlocks Hidden Sankes, Rapid Tigers [[col:scope_description]](own retinue)[[/col]]",解鎖隱蛇兵與虎賁軍 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖隱蛇兵與虎賁軍 [[col:scope_description]]（本部曲）[[/col]],隱蛇兵與虎賁軍,,,,,,FALSE
Unlocks Jingchou units [[col:scope_description]](own retinue)[[/col]],解鎖荊楚單位 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖荊楚單位 [[col:scope_description]]（本部曲）[[/col]],荊楚,,,,,,FALSE
Unlocks Jingchu units [[col:scope_description]](own retinue)[[/col]],解鎖荊楚單位 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖荊楚單位 [[col:scope_description]]（本部曲）[[/col]],荊楚,,,,,,FALSE
Unlocks Might Royal Guard units,,0,,,,,,,,,FALSE
Unlocks Northern Army units [[col:scope_description]](own retinue)[[/col]],解鎖北軍單位 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖北軍單位 [[col:scope_description]]（本部曲）[[/col]],北軍,,,,,,FALSE
Unlocks Sogd units [[col:scope_description]](own retinue)[[/col]],解鎖粟特單位 [[col:scope_description]]（本部曲）[[/col]],0,,解鎖粟特單位 [[col:scope_description]]（本部曲）[[/col]],粟特,,,,,,FALSE
Unlocks special abilities for black mountain bandit units,解鎖黑山匪徒單位特殊能力,0,解鎖黑山匪徒單位特殊能力,,,,,,,,FALSE
Unlocks unit for Yan Baihu: {{tr:hv_unit_white_tiger_warriors}},為嚴白虎解鎖單位：{{tr:hv_unit_white_tiger_warriors}},0,為嚴白虎解鎖單位：{{tr:hv_unit_white_tiger_warriors}},,,,,,,,FALSE
Unlocks unit: {{tr:hv_tr_earth}} units,解鎖單位：{{tr:hv_tr_earth}}單位,0,,解鎖單位：{{tr:hv_tr_earth}}單位,,,,{{tr:hv_tr_earth}},,,FALSE
Unlocks unit: {{tr:hv_tr_fire}} units,解鎖單位：{{tr:hv_tr_fire}}單位,0,,解鎖單位：{{tr:hv_tr_fire}}單位,,,,{{tr:hv_tr_fire}},,,FALSE
Unlocks unit: {{tr:hv_tr_metal}} units,解鎖單位：{{tr:hv_tr_metal}}單位,0,,解鎖單位：{{tr:hv_tr_metal}}單位,,,,{{tr:hv_tr_metal}},,,FALSE
Unlocks unit: {{tr:hv_tr_water}} units,解鎖單位：{{tr:hv_tr_water}}單位,0,,解鎖單位：{{tr:hv_tr_water}}單位,,,,{{tr:hv_tr_water}},,,FALSE
Unlocks unit: {{tr:hv_tr_wood}} units,解鎖單位：{{tr:hv_tr_wood}}單位,0,,解鎖單位：{{tr:hv_tr_wood}}單位,,,,{{tr:hv_tr_wood}},,,FALSE
Unlocks unit: {{tr:hv_unit_bomb_thrower}},解鎖單位：{{tr:hv_unit_bomb_thrower}},0,,解鎖單位：{{tr:hv_unit_bomb_thrower}},,,,{{tr:hv_unit_bomb_thrower}},,,FALSE
Unlocks unit: {{tr:hv_unit_buqu_archer_cavalry}},解鎖單位：{{tr:hv_unit_buqu_archer_cavalry}},0,,解鎖單位：{{tr:hv_unit_buqu_archer_cavalry}},,,,{{tr:hv_unit_buqu_archer_cavalry}},,,FALSE
Unlocks unit: {{tr:hv_unit_buqu_of_the_left}},解鎖單位：{{tr:hv_unit_buqu_of_the_left}},0,,解鎖單位：{{tr:hv_unit_buqu_of_the_left}},,,,{{tr:hv_unit_buqu_of_the_left}},,,FALSE
Unlocks unit: {{tr:hv_unit_dan_yang_archers}},解鎖單位：{{tr:hv_unit_dan_yang_archers}},0,,解鎖單位：{{tr:hv_unit_dan_yang_archers}},,,,{{tr:hv_unit_dan_yang_archers}},,,FALSE
